Хичээлийн_дугаар,Хичээлийн_индекс,Монгол_нэр,Англи_нэр,Харьяалах_бүтцийн_дугаар,Харьяалах_бүтэц,Харьяалах_тэнхим_дугаар,Харьяалах_тэнхим,Сургалтын_түвшин,Орох_улирал,Тодорхойлсон_огноо,Багц_цаг
fafdf1720f4df1d41c6eacbd2429a06b,INSE211,Шавжийн экологи,Ecology of Insects,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
ccdf2c69fadaa5127cbd0c0a7feac280,KARE222,"Хоёр нутагтан, мөлхөгчдийн экологи",Ecology of Amphibians and Reptiles,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
c187a286b7bb1ed4b50c1fac266bfc78,PHYS300,Спортын ур чадвар дээшлүүлэх хичээл-10,Course for Developing Sports Skills,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,1
9adf3fead0348d61f962f6b9e0d8644b,AVEE224,Шувууны экологи,Avian Ecology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
c5944749c722d4cf1dc5c0528c9b59ab,PHYS300,Спортын ур чадвар дээшлүүлэх хичээл-3,Course for Developing Sports Skills,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
569946dc65c3ff896c21399ba5384e0f,MAME225,Хөхтний экологи,Mammalian Ecology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
0d977aeaaa2606697e263965053f6b3f,PHYS324,Спортын ур чадвар дээшлүүлэх хичээл-4,Course for Developing Sports Skills,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
0cab39e4b20b8d4e0f9a5660203d6ffb,PHYS300,Спортын ур чадвар дээшлүүлэх хичээл-1,Course for Developing Sports Skills,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
0de95629f8faacd3fa1695c6bdb5e019,FORE226, Ойн экологи,Forest Ecology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
9744d4f003ffdce5eaa7fa9586087114,PARE227,Шимэгч организмын экологи,Ecology of Parasitic Organisms,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
d646229fa6ef8e9d64c10ef45604efcb,PHYS300,Спортын ур чадвар дээшлүүлэх хичээл-5,Course for Developing Sports Skills,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
0d970b78ccd6d4614e74903eea91ca55,ECOP229,Экологийн тулгамдсан асуудлууд,Ecological Problems,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
f70f555bdae8bd8b12b213c928bfeb2e,PHYS326,Спортын ур чадвар дээшлүүлэх хичээл-6,Course for Developing Sports Skills,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
ec872b984161ce87d89483d67684cb69,PHYS327,Спортын ур чадвар дээшлүүлэх хичээл-7,Course for Developing Sports Skills,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
556f1dce3e84a4e64a59bb108b6b13ec,PHYS300,Спортын ур чадвар дээшлүүлэх хичээл-8,Course for Developing Sports Skills,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,1
9b82e5326a49df7fc5bb45cc1f8b1a2a,MENV300,Монгол орны байгаль орчин,Mongolian Environment,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,3
06d2cbe86d50e46350c9cfe53a7e1356,ECOL638,Экологийн физик,Physics of ecology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Магистр,Хаврын улирал,2022,2
a7eb93ef92a8a65cf69d578336b6be20,PENT301,Байгаль хамгааллын технологи,Technology of Environmental Protection,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
7bec253137855f3740a2809234da1c07,BIDT302,Биологийн төрөл зүйлийг хамгаалах технологи,Technology of Biological Species Protection,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,3
0cceadf3ddbbe14c074611b16739876c,PARM303,Тусгай хамгаалалттай газар нутгийн менежмент,Management of Special Protected Area,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,3
dff0ec9d8da6f85895d60730fcad2e5a,ENVM304,Хүрээлэн буй орчны математик загварчлал,Mathematical Modeling of Environment,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,3
61f1b07b2c133994a6d3d64c8a7e47d4,BIGT305,Биологийн төрөл зүйлийн генофондын технологи,Technology of Biological Species Genes Fund,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,3
a97c44231fec755eeea1dd56a237b9a7,EEXP306,Экологийн экспертиз,Ecological Expertise,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
81ca28f8f7f3dcb13ec55f1a8f6436ff,ECOL307,Экологийн эрх зүй,Ecological Law,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,3
b2bbb828c54d598a0afa0c992b0d9a4b,METH205,Гадаад хэлний сургалтын арга зүйн үндэс,Basis of Foreign Language Training Methodology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
47c8176547772f53c4d7144baaf843c4,METH206,Гадаад хэлний сургалтын арга зүй,Foreign language teaching methodology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,4
a84f3cf38c89ac0034cb3f3ea36ee6fe,TUME308,Аялал жуулчлалын менежмент,Tourism Management,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
687378880ed25ca08580cd0173a363d8,UEMS600,6,6,c573290f7384ba8f37f2e661105cb12f,Шинжлэх ухаан технологийн Улаанбаатар парк,89b1b041b76803a1aed109dd55eb4cb5,"Инновац, технологийн тэнхим",Диплом,Улирал харгалзахгүй,2022,3
3bceb3f3d3f259b5d72b56c37e0f3295,EMON309,Экологийн мониторинг,Ecological Monitoring,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
0623d6fcf18ec961b45184b98f0f6fdb,PRAC211,"Орон судлал, орчуулгын дадлага",Country Study and Translating Practice,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,1
82d81ceb440acae35be11f4e062f7e46,GBOT310,Геоботаник,Geobotany,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
0e9a9605327d6cb01c3e322a7e421294,PHME231,Хэлний хүлээн авах чадварыг хөгжүүлэх аргазүй,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
b6ef5d5380d88cee64653c50b098b245,PHME233,Хэлний бүтээх чадварыг хөгжүүлэх аргазүй,123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
9527f862774325cefd158e74c3045c1e,ECOR311,Экологийн судалгааны арга,Research Methodology of Ecology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,3
dd6096012cbf345790335c13d8898490,PHME235,Орчин үеийн сургалтын аргууд,Modern teaching methods,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
f501052d526ab10cde220acace65b7dc,PFTE312,Ой хамгаалах технологи,Forest Protection Technology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
c45cacd0247d28eb223a75f200d46a57,LRTE313,Газрын нөхөн сэргээлтийн технологи,Technology of Land Rehabilitation,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
1739130c3536fc447709a3828ca184ba,PHME234,"Орчуулгын аргууд, тэдгээрийн хэрэглээ",123,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Улирал харгалзахгүй,2022,2
6a30bf1cd3a822b858025a0b1f861330,AGTE324,Газар тариалангийн технологи,Agricultural Technology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
8d9f57e55ce61b56407e9b8957e2ca4a,ENGL300,Үг зүй-1,Morphology-1,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
f3498e568e0bb45515779d6bd47e20f4,LSTE315,Бэлчээрийн мал аж ахуйн технологи,Technology of Pastoral Cattle Industry,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
092dff5b934f87c1176766e1cddd6327,ENGL301,Үг зүй-2,Morphology-2,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
6dcfff2b73388f6307994658463a9341,EPTE316,Байгаль орчны бохирдолтой тэмцэх технологи,Technology of Fighting Environmental Pollution,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
5bcd64be156de0ead98f17c3e8738885,AGEC317,Агроэкологи,Agroecology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
3e3e6f02b06d73c121422793ab3b91f1,HMTE318,Агнуур зохион байгуулалтын технологи,Technology of Hunting Management,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
00185f45337c418db73f253e8b967c6c,FRTE319,Ойн нөхөн сэргээлтийн технологи,Forest Recovery Technology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
b86d9a8e244a8af4610b10875b98230e,ENGL302,Үгийн сан судлал,Lexicology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
0bf5bbf3842e8c8742a4d76148e0ef89,ENBD330,Орчны нөхцлийн био оношилгоо,Bio Diagnosis of Environmental Conditions,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
5d20575fa6cbe9d1e5a046aeef36e7a3,ENGL303,Өгүүлбэр зүй-1,Syntax-1,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
e64a2afffe539dbd117ce1499a1883b6,ULTE331,Хот тохижуулалтын технологи,City Service Technology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
248fc25e78dfd13c7f22da88e4b79924,ENGL304,Өгүүлбэр зүй-2,Syntax-2,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
4bfc7637274e584b7752e3fd7bd275e7,MRME332,Эрдэс баялгийн менежмент,Mineral Management,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
6d032cab06e301672432cf212948c829,CRME333,Таримал ургамлын менежмент,Crop Management,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
30c3d18de32265d9a0510345fd6dac12,LING305,Хэл шинжлэлийн удиртгал,Introduction to Linguistics,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
6fecbb8aacf459d4bef49fd47970b43f,SOEC334,Нийгмийн экологи,Social Ecology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
c7e796863ab005a8737c6912a665ad77,ENGL306,Англи хэлний авиа зүй,English Phonetics,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
10826cbc2c4de2a2e27d2883929c5805,GIBI335,Гидробиологи,Hydrobiology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
6ba54ed26589b595c540b72dec6346c2,METH704,Боловсролын судалгааны арга зүй,Research methodology,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Доктор,Улирал харгалзахгүй,2020,3
86773a39ba758c892d3fa03b2e3cf711,PPTE336,Олон нийтийн оролцоотой байгаль хамгаалал,Environmental Protection Management with Public Involvement,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
2a48f6d8270238d05d32752eb7807ad8,ENGL307,Англи хэлний үгийн сангийн дадлага-1,English Vocabulary-1,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
87bd028b9fa7cedea0649c2171954b15,TPET337,Уламжлалт байгаль хамгааллын технологи,Traditional Environmental Protection Technology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
59c9f0277cbbf1d0a7d7dbb4bcd46315,ENGL308,Англи хэлний үгийн сангийн дадлага-2,English Vocabulary-2,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,1
63a6cfc9c917b4133ce3f8d000cb9a8e,WATE338,"Хог хаягдлыг зайлуулах, дахин ашиглах технологи",Waste Disposal and Recycling Technology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
eadccc9ad3d1c5ce3861fabfbf759493,TPRD705,Багшлахуйн хөгжил,Professional development in teaching,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Доктор,Улирал харгалзахгүй,2022,3
fd2fe825d8c4b42755883f2d99966c17,GPTE339,"Усыг бохирдлоос хамгаалах, цэвэршүүлэх технологи",Technology of Water Pollution Prevention and Treatment,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
dc3ee4a3c1e198876fa8db57d3e5a7bd,IRTE340,Усжуулалтын технологи,Irrigation Technology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
3bba69a182957d20ed02f89a5ad436ba,RENG706,Судалгааны англи хэл,English for research purpose,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Доктор,Улирал харгалзахгүй,2022,3
4477a406f8c4020079fcf5cfeaf9fe96,ENGL309,Англи хэлний үгийн сангийн дадлага-3,English Vocabulary-3,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
230b28a6218d432fec819aaefbdbed34,APPT341,Агаарыг бохирдлоос хамгаалах технологи,Technology of Air Pollution Prevention,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
cb41662fe265cad3ff1baab4df37b9fa,ENGL310,Англи хэлний үгийн сангийн дадлага-4,English Vocabulary-4,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,1
ab825f4ecaf706f0afcc36cfc006717b,SITE342,Хөрс сайжруулах технологи,Soil Improvement Technology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
5da4215028c3f94fbb1c42dab58ab173,EXAM100,Төгсөлтийн шалгалт, Graduation exam,25f2cc0603042191aff533208b8239fc,Бизнесийн сургууль,25f2cc0603042191aff533208b8239fc,Бизнесийн сургууль,Бакалавр,Улирал харгалзахгүй,2022,0
8287ab1732631d0908d6ec134bd2592b,RECC343,Байгаль хамгаалагчийн харилцааны соёл,Communication Skills of Rangers,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
11db6a59100b3e48e6aa854e126f7059,EDIN702,Боловсролын инновац,Educational innovation,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Доктор,Улирал харгалзахгүй,2022,3
9bc58bc3091b1f0928bb67c19a62bf61,FITE344,Загасны аж ахуйн технологи,Technology of Pisciculture,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
ffdd909cdb7fa6ea26c328488c4b8b76,IEDD603,Тэгш хамруулах боловсрол,Inclusive education,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Магистр,Улирал харгалзахгүй,2022,3
7a5b37ce860348236c8084b4ac31c959,PFAT345,Шувууны аж ахуйн технологи,Poultry Farm Technology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
48a0fbc23cf60d3a99d3e4e233243fa0,ENGL311,Англи хэлний хэл зүйн дадлага-1,English Grammar -1,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
f6734cf968bed6b1fb2bd1b6166becf0,MBTE346,Хөхтний аж ахуйн технологи,Mammalian Farm Technology,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
ba2d0dd30d0258b3a0b52c992edd1442,EDUC605,Сургалтын технологи,Instructional development,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Магистр,Улирал харгалзахгүй,2022,3
39a3bf984fee57c76835745e7e59a062,INVT347,Сээр нуруугүйтнийг үржүүлэх технологи,Breeding Technology of Invertebrates,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
b69719d0f5c4234e6be19ff63d7f0ff5,HIST510,Монгол улсын боловсролын түүх ,The history of Mongolian education system,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Магистр,Улирал харгалзахгүй,2022,3
3926f109da8ae7c7e2f25ef5c9de4306,ENGL313,Англи хэлний хэл зүйн дадлага-3,English Grammar-3,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,2
dba13c2a9864b7e05a5ad27913f8a1d2,ENGL312,Англи хэлний хэл зүйн дадлага-2,English Grammar-2,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Хаврын улирал,2022,2
6917e6014aa45687457b8e6cf3713515,MNGT602,Стратегийн  хүний нөөцийн менежмент,Strategic  human resource management ,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,82db68ebd24ca2aa1d80e2d16856c24e,Дорнод аймаг дахь сургууль,Магистр,Улирал харгалзахгүй,2022,3
6adff50182df8ad3b836f7fb9dc5c4ab,LING315,Ерөнхий хэл шинжлэл,General Linguistics,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Бакалавр,Намрын улирал,2022,1
77472e4d3e1b601a50cfb29be6539a3f,KHIS601,Хүн төрөлхтний соёл иргэншлийн түүхийн зангилаа асуудлууд,Critical issues of human civilization history,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Магистр,Намрын улирал,2022,2
6ca757657eb93d1f04d87b4de35f4a7e,POLI606,Бодлогын шинжилгээ,Policy analysis,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Магистр,Хаврын улирал,2022,2
c1537c9ed39baee3476c6fdd666b5fd8,PHIL625,Түүхийн философи,Philosophy of history,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,d8b895cde1c2fac83b938cd1ae057f72,Ховд аймаг дахь сургууль,Магистр,Хаврын улирал,2022,2
